source,target,capacity
Node_573,Node_977,0.2194
Node_574,Node_582,4.314
Node_574,Node_960,5.6421
Node_576,Node_704,3.172
Node_576,Node_817,4.2328
Node_577,Node_873,0.8801
Node_577,Node_928,1.7642
Node_580,Node_620,1.3152
Node_581,Node_956,5.324
Node_582,Node_866,18.6971
Node_583,Node_589,1.3572
Node_583,Node_591,5.6547
Node_583,Node_607,0.9375
Node_583,Node_703,4.1585
Node_583,Node_783,9.5906
Node_583,Node_837,6.5338
Node_583,Node_864,3.3856
Node_584,Node_707,3.6935
Node_584,Node_861,2.4651
Node_586,Node_588,3.3162
Node_587,Node_601,3.316
Node_587,Node_937,0.0353
Node_588,Node_658,0.2941
Node_588,Node_808,3.2132
Node_588,Node_931,3.9297
Node_591,Node_810,4.949
Node_591,Node_990,1.8241
Node_592,Node_977,6.458
Node_593,Node_987,4.1604
Node_594,Node_823,1.4092
Node_595,Node_882,0.6279
Node_596,Node_811,2.061
Node_597,Node_606,1.4051
Node_597,Node_817,2.898
Node_597,Node_828,2.8437
Node_597,Node_957,3.929
Node_597,Node_962,0.1099
Node_597,Node_980,2.3447
Node_597,Node_999,0.2191
Node_598,Node_603,11.6548
Node_599,Node_770,1.7383
Node_599,Node_981,2.3888
Node_600,Node_620,3.2462
Node_601,Node_610,3.3415
Node_601,Node_657,2.4675
Node_602,Node_721,3.8829
Node_603,Node_638,7.168
Node_603,Node_847,0.0272
Node_603,Node_863,4.4485
Node_603,Node_985,0.01
Node_604,Node_732,11.4388
Node_604,Node_861,3.4087
Node_609,Node_735,11.5781
Node_609,Node_865,0.378
Node_610,Node_637,0.0544
Node_610,Node_882,1.2227
Node_612,Node_825,0.5993
Node_613,Node_664,12.0617
Node_614,Node_691,3.6511
Node_614,Node_951,4.5056
Node_614,Node_999,1.2984
Node_615,Node_763,1.0219
Node_616,Node_672,0.4459
Node_616,Node_956,7.3366
Node_617,Node_834,2.9592
Node_617,Node_905,1.6439
Node_618,Node_936,3.1424
Node_619,Node_703,14.0353
Node_619,Node_921,0.3256
Node_620,Node_881,2.0752
Node_620,Node_897,4.4393
Node_621,Node_923,3.6086
Node_622,Node_822,3.2474
Node_624,Node_752,0.8649
Node_624,Node_816,13.077
Node_625,Node_800,1.78
Node_626,Node_666,3.4779
Node_626,Node_718,2.3446
Node_626,Node_888,4.4125
Node_626,Node_975,0.2859
Node_627,Node_704,2.2876
Node_627,Node_802,4.0408
Node_628,Node_722,3.8177
Node_628,Node_908,2.8506
Node_629,Node_682,6.2873
Node_629,Node_889,2.451
Node_630,Node_815,0.4736
Node_630,Node_985,0.7002
Node_631,Node_640,0.869
Node_632,Node_734,0.3973
Node_635,Node_689,4.7799
Node_636,Node_645,0.5193
Node_636,Node_764,5.1015
Node_636,Node_768,2.1796
Node_636,Node_860,0.2858
Node_638,Node_665,0.8029
Node_638,Node_727,5.3356
Node_638,Node_780,1.1981
Node_638,Node_868,4.5773
Node_638,Node_919,4.1147
Node_639,Node_803,0.7618
Node_640,Node_862,2.0342
Node_641,Node_927,2.8867
Node_645,Node_728,1.2069
Node_647,Node_690,1.703
Node_650,Node_667,0.2587
Node_650,Node_960,2.4773
Node_651,Node_948,6.5407
Node_653,Node_664,2.1011
Node_653,Node_821,1.3183
Node_653,Node_885,3.1565
Node_655,Node_711,4.5666
Node_656,Node_970,1.099
Node_664,Node_817,0.1336
Node_665,Node_736,1.8752
Node_665,Node_947,2.9408
Node_665,Node_966,0.0345
Node_666,Node_841,4.3965
Node_667,Node_923,0.383
Node_667,Node_969,1.583
Node_670,Node_738,0.325
Node_670,Node_774,8.416
Node_670,Node_802,0.9663
Node_672,Node_697,0.8844
Node_672,Node_859,6.6674
Node_673,Node_865,2.4155
Node_676,Node_934,2.7917
Node_678,Node_695,5.1076
Node_680,Node_893,0.629
Node_684,Node_818,2.291
Node_685,Node_744,2.9936
Node_689,Node_772,1.6628
Node_689,Node_782,0.2149
Node_689,Node_924,2.8925
Node_691,Node_886,4.8511
Node_692,Node_797,0.8814
Node_692,Node_949,1.9024
Node_693,Node_993,1.5256
Node_694,Node_835,5.7899
Node_695,Node_735,1.5989
Node_695,Node_808,5.0331
Node_695,Node_920,2.5525
Node_696,Node_699,2.854
Node_697,Node_929,4.1426
Node_698,Node_966,0.4506
Node_699,Node_707,4.8276
Node_699,Node_884,2.7529
Node_700,Node_701,0.8706
Node_700,Node_989,1.5635
Node_701,Node_834,0.6027
Node_701,Node_894,0.1738
Node_701,Node_999,0.1323
Node_702,Node_769,2.6238
Node_702,Node_807,1.6292
Node_703,Node_712,1.5522
Node_703,Node_816,1.3033
Node_703,Node_846,10.5063
Node_704,Node_915,1.6213
Node_705,Node_862,0.8303
Node_705,Node_947,1.0909
Node_707,Node_877,3.5336
Node_707,Node_985,0.01
Node_708,Node_727,4.6162
Node_709,Node_812,5.5042
Node_709,Node_923,3.4753
Node_710,Node_745,4.7067
Node_711,Node_782,4.698
Node_714,Node_748,6.7909
Node_714,Node_809,0.581
Node_716,Node_717,4.6176
Node_716,Node_877,10.7207
Node_718,Node_727,13.2199
Node_719,Node_721,1.7177
Node_719,Node_748,0.1015
Node_719,Node_772,12.2906
Node_719,Node_916,3.1137
Node_725,Node_729,7.0384
Node_726,Node_758,0.1886
Node_726,Node_967,5.5792
Node_727,Node_728,2.3368
Node_729,Node_900,11.427
Node_731,Node_915,11.9639
Node_732,Node_801,5.8056
Node_732,Node_972,0.7385
Node_735,Node_819,10.6047
Node_735,Node_867,2.8085
Node_735,Node_873,4.4368
Node_735,Node_927,3.0712
Node_736,Node_763,5.0286
Node_736,Node_789,2.5373
Node_738,Node_899,0.4001
Node_739,Node_799,10.0063
Node_740,Node_797,5.3206
Node_741,Node_898,6.6513
Node_744,Node_749,0.226
Node_745,Node_782,0.8468
Node_749,Node_995,2.1505
Node_753,Node_776,0.1774
Node_755,Node_790,4.5402
Node_755,Node_984,3.808
Node_759,Node_969,1.293
Node_761,Node_995,5.4545
Node_765,Node_791,3.472
Node_767,Node_805,3.0797
Node_767,Node_918,1.8766
Node_769,Node_943,4.5053
Node_771,Node_981,0.5106
Node_772,Node_968,7.112
Node_774,Node_925,2.6042
Node_774,Node_964,1.0124
Node_776,Node_777,5.7912
Node_778,Node_889,8.7263
Node_778,Node_957,9.9985
Node_779,Node_832,2.2184
Node_779,Node_872,2.7024
Node_781,Node_862,0.1138
Node_782,Node_974,0.9006
Node_783,Node_844,2.9833
Node_785,Node_976,2.4444
Node_787,Node_867,0.3543
Node_792,Node_855,6.9514
Node_792,Node_859,0.7262
Node_792,Node_913,2.4361
Node_793,Node_921,4.9384
Node_795,Node_850,1.1953
Node_797,Node_909,10.5778
Node_798,Node_807,1.996
Node_798,Node_934,7.6835
Node_801,Node_977,6.8454
Node_803,Node_952,0.1916
Node_805,Node_935,8.8525
Node_805,Node_993,5.8063
Node_806,Node_890,3.7538
Node_807,Node_844,3.6564
Node_807,Node_996,11.7249
Node_808,Node_967,1.9618
Node_809,Node_913,1.1871
Node_810,Node_855,4.2276
Node_813,Node_828,7.2145
Node_813,Node_973,2.7331
Node_817,Node_969,1.0524
Node_819,Node_845,10.2471
Node_819,Node_849,1.6942
Node_820,Node_929,4.5861
Node_821,Node_863,1.3301
Node_822,Node_962,1.8477
Node_822,Node_966,0.024
Node_822,Node_994,4.2298
Node_823,Node_838,6.9734
Node_823,Node_854,1.5828
Node_823,Node_955,0.8748
Node_825,Node_862,12.1284
Node_825,Node_880,3.3671
Node_826,Node_914,2.7381
Node_828,Node_918,0.4754
Node_828,Node_945,0.7426
Node_830,Node_986,1.9898
Node_833,Node_939,5.2156
Node_833,Node_992,0.8046
Node_836,Node_890,4.6231
Node_840,Node_874,0.2059
Node_850,Node_877,0.0308
Node_853,Node_975,2.7312
Node_855,Node_889,2.194
Node_861,Node_997,1.2831
Node_862,Node_988,2.9288
Node_862,Node_991,0.7365
Node_863,Node_961,1.7524
Node_870,Node_996,1.8025
Node_875,Node_883,2.0457
Node_876,Node_976,1.3866
Node_880,Node_900,6.4905
Node_882,Node_908,2.3225
Node_888,Node_928,10.9166
Node_888,Node_940,2.1122
Node_893,Node_997,2.0055
Node_894,Node_957,3.1699
Node_896,Node_926,1.3471
Node_906,Node_925,0.6135
Node_907,Node_966,7.0801
Node_907,Node_991,2.0677
Node_928,Node_976,4.1633
Node_942,Node_993,0.3714
Node_946,Node_955,8.1823
